model,model_display_name,drug,comparison_id,run_id_1,run_id_2,source_file_1,source_file_2,pairwise_similarity,similarity_method,notes,model_raw_for_mapping,model_order,replicate_definition,panel,plotted_value
GPT-5.5,GPT-5-mini,nifedipine,01_vs_04,01_vs_04_rep01,01_vs_04_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs04-硝苯地平控释片30mg-欣适平-58-240203-Side-36h-750X-1-1.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs04-硝苯地平控释片30mg-欣适平-58-240203-Side-36h-750X-1-3.docx,0.062571,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,GPT-5-mini,0,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
GPT-5.5,GPT-5-mini,nifedipine,01_vs_04,01_vs_04_rep02,01_vs_04_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs04-硝苯地平控释片30mg-欣适平-58-240203-Side-36h-750X-1-2.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs04-硝苯地平控释片30mg-欣适平-58-240203-Side-36h-750X-1-3.docx,0.116857,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,GPT-5-mini,0,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
GPT-5.5,GPT-5-mini,nifedipine,01_vs_05,01_vs_05_rep01,01_vs_05_rep02,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs05-硝苯地平控释片30mg-久保平-22400938-Side-36h-750X-1-1.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs05-硝苯地平控释片30mg-久保平-22400938-Side-36h-750X-1-2.docx,0.086571,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,GPT-5-mini,0,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
GPT-5.5,GPT-5-mini,nifedipine,01_vs_05,01_vs_05_rep01,01_vs_05_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs05-硝苯地平控释片30mg-久保平-22400938-Side-36h-750X-1-1.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs05-硝苯地平控释片30mg-久保平-22400938-Side-36h-750X-1-3.docx,0.105429,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,GPT-5-mini,0,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
GPT-5.5,GPT-5-mini,nifedipine,01_vs_05,01_vs_05_rep02,01_vs_05_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs05-硝苯地平控释片30mg-久保平-22400938-Side-36h-750X-1-2.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs05-硝苯地平控释片30mg-久保平-22400938-Side-36h-750X-1-3.docx,0.093429,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,GPT-5-mini,0,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
GPT-5.5,GPT-5-mini,nifedipine,01_vs_06,01_vs_06_rep01,01_vs_06_rep02,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs06-硝苯地平控释片30mg-立方-2503501-Side-36h-750X-1-1.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs06-硝苯地平控释片30mg-立方-2503501-Side-36h-750X-1-2.docx,0.009714,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,GPT-5-mini,0,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
GPT-5.5,GPT-5-mini,nifedipine,01_vs_06,01_vs_06_rep01,01_vs_06_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs06-硝苯地平控释片30mg-立方-2503501-Side-36h-750X-1-1.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs06-硝苯地平控释片30mg-立方-2503501-Side-36h-750X-1-3.docx,0.144286,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,GPT-5-mini,0,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
GPT-5.5,GPT-5-mini,nifedipine,01_vs_06,01_vs_06_rep02,01_vs_06_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs06-硝苯地平控释片30mg-立方-2503501-Side-36h-750X-1-2.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs06-硝苯地平控释片30mg-立方-2503501-Side-36h-750X-1-3.docx,0.122286,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,GPT-5-mini,0,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
GPT-5.5,GPT-5-mini,nifedipine,01_vs_07,01_vs_07_rep01,01_vs_07_rep02,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs07-硝苯地平控释片30mg-一品红-302125001-Side-36h-750X-1-1.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs07-硝苯地平控释片30mg-一品红-302125001-Side-36h-750X-1-2.docx,0.054,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,GPT-5-mini,0,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
GPT-5.5,GPT-5-mini,nifedipine,01_vs_07,01_vs_07_rep01,01_vs_07_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs07-硝苯地平控释片30mg-一品红-302125001-Side-36h-750X-1-1.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs07-硝苯地平控释片30mg-一品红-302125001-Side-36h-750X-1-3.docx,0.051143,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,GPT-5-mini,0,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
GPT-5.5,GPT-5-mini,nifedipine,01_vs_07,01_vs_07_rep02,01_vs_07_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs07-硝苯地平控释片30mg-一品红-302125001-Side-36h-750X-1-2.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs07-硝苯地平控释片30mg-一品红-302125001-Side-36h-750X-1-3.docx,0.078,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,GPT-5-mini,0,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
GPT-5.5,GPT-5-mini,nifedipine,01_vs_08,01_vs_08_rep01,01_vs_08_rep02,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs08-硝苯地平控释片30mg-欣然-25053401-Side-36h-750X-1-1.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs08-硝苯地平控释片30mg-欣然-25053401-Side-36h-750X-1-2.docx,0.074286,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,GPT-5-mini,0,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
GPT-5.5,GPT-5-mini,nifedipine,01_vs_08,01_vs_08_rep01,01_vs_08_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs08-硝苯地平控释片30mg-欣然-25053401-Side-36h-750X-1-1.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs08-硝苯地平控释片30mg-欣然-25053401-Side-36h-750X-1-3.docx,0.024857,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,GPT-5-mini,0,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
GPT-5.5,GPT-5-mini,nifedipine,01_vs_08,01_vs_08_rep02,01_vs_08_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs08-硝苯地平控释片30mg-欣然-25053401-Side-36h-750X-1-2.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs08-硝苯地平控释片30mg-欣然-25053401-Side-36h-750X-1-3.docx,0.049143,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,GPT-5-mini,0,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
GPT-5.5,GPT-5-mini,nifedipine,01_vs_09,01_vs_09_rep01,01_vs_09_rep02,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs09-硝苯地平控释片30mg-居安诺-Q332411291-Side-36h-750X-1-1.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs09-硝苯地平控释片30mg-居安诺-Q332411291-Side-36h-750X-1-2.docx,0.065714,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,GPT-5-mini,0,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
GPT-5.5,GPT-5-mini,nifedipine,01_vs_09,01_vs_09_rep01,01_vs_09_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs09-硝苯地平控释片30mg-居安诺-Q332411291-Side-36h-750X-1-1.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs09-硝苯地平控释片30mg-居安诺-Q332411291-Side-36h-750X-1-3.docx,0.097143,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,GPT-5-mini,0,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
GPT-5.5,GPT-5-mini,nifedipine,01_vs_09,01_vs_09_rep02,01_vs_09_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs09-硝苯地平控释片30mg-居安诺-Q332411291-Side-36h-750X-1-2.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs09-硝苯地平控释片30mg-居安诺-Q332411291-Side-36h-750X-1-3.docx,0.104857,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,GPT-5-mini,0,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
GPT-5.5,GPT-5-mini,nifedipine,01_vs_10,01_vs_10_rep01,01_vs_10_rep02,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs10-硝苯地平控释片30mg-君保泰-2505363-Side-36h-750X-1-1.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs10-硝苯地平控释片30mg-君保泰-2505363-Side-36h-750X-1-2.docx,0.093714,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,GPT-5-mini,0,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
GPT-5.5,GPT-5-mini,nifedipine,01_vs_10,01_vs_10_rep01,01_vs_10_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs10-硝苯地平控释片30mg-君保泰-2505363-Side-36h-750X-1-1.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs10-硝苯地平控释片30mg-君保泰-2505363-Side-36h-750X-1-3.docx,0.057143,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,GPT-5-mini,0,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
GPT-5.5,GPT-5-mini,nifedipine,01_vs_10,01_vs_10_rep02,01_vs_10_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs10-硝苯地平控释片30mg-君保泰-2505363-Side-36h-750X-1-2.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs10-硝苯地平控释片30mg-君保泰-2505363-Side-36h-750X-1-3.docx,0.096286,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,GPT-5-mini,0,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
GPT-5.5,GPT-5-mini,nifedipine,01_vs_11,01_vs_11_rep01,01_vs_11_rep02,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs11-硝苯地平控释片30mg-贝奇康-2406601-Side-36h-750X-1-1.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs11-硝苯地平控释片30mg-贝奇康-2406601-Side-36h-750X-1-2.docx,0.038286,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,GPT-5-mini,0,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
GPT-5.5,GPT-5-mini,nifedipine,01_vs_11,01_vs_11_rep01,01_vs_11_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs11-硝苯地平控释片30mg-贝奇康-2406601-Side-36h-750X-1-1.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs11-硝苯地平控释片30mg-贝奇康-2406601-Side-36h-750X-1-3.docx,0.031143,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,GPT-5-mini,0,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
GPT-5.5,GPT-5-mini,nifedipine,01_vs_11,01_vs_11_rep02,01_vs_11_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs11-硝苯地平控释片30mg-贝奇康-2406601-Side-36h-750X-1-2.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs11-硝苯地平控释片30mg-贝奇康-2406601-Side-36h-750X-1-3.docx,0.033143,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,GPT-5-mini,0,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
GPT-5.5,GPT-5-mini,nifedipine,01_vs_12,01_vs_12_rep01,01_vs_12_rep02,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs12-硝苯地平控释片30mg-奥赛定-0000117508-Side-36h-750X-1-1.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs12-硝苯地平控释片30mg-奥赛定-0000117508-Side-36h-750X-1-2.docx,0.079143,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,GPT-5-mini,0,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
GPT-5.5,GPT-5-mini,nifedipine,01_vs_12,01_vs_12_rep01,01_vs_12_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs12-硝苯地平控释片30mg-奥赛定-0000117508-Side-36h-750X-1-1.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs12-硝苯地平控释片30mg-奥赛定-0000117508-Side-36h-750X-1-3.docx,0.094571,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,GPT-5-mini,0,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
GPT-5.5,GPT-5-mini,nifedipine,01_vs_12,01_vs_12_rep02,01_vs_12_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs12-硝苯地平控释片30mg-奥赛定-0000117508-Side-36h-750X-1-2.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs12-硝苯地平控释片30mg-奥赛定-0000117508-Side-36h-750X-1-3.docx,0.086571,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,GPT-5-mini,0,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
GPT-5.5,GPT-5-mini,nifedipine,01_vs_13,01_vs_13_rep01,01_vs_13_rep02,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs13-硝苯地平控释片30mg-得欣通-2214250501-Side-36h-750X-1-1.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs13-硝苯地平控释片30mg-得欣通-2214250501-Side-36h-750X-1-2.docx,0.156571,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,GPT-5-mini,0,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
GPT-5.5,GPT-5-mini,nifedipine,01_vs_13,01_vs_13_rep01,01_vs_13_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs13-硝苯地平控释片30mg-得欣通-2214250501-Side-36h-750X-1-1.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs13-硝苯地平控释片30mg-得欣通-2214250501-Side-36h-750X-1-3.docx,0.106286,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,GPT-5-mini,0,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
GPT-5.5,GPT-5-mini,nifedipine,01_vs_13,01_vs_13_rep02,01_vs_13_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs13-硝苯地平控释片30mg-得欣通-2214250501-Side-36h-750X-1-2.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs13-硝苯地平控释片30mg-得欣通-2214250501-Side-36h-750X-1-3.docx,0.104571,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,GPT-5-mini,0,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
GPT-5.5,GPT-5-mini,nifedipine,01_vs_14,01_vs_14_rep01,01_vs_14_rep02,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs14-硝苯地平控释片30mg-赛新同-12401091-Side-36h-750X-1-1.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs14-硝苯地平控释片30mg-赛新同-12401091-Side-36h-750X-1-2.docx,0.065429,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,GPT-5-mini,0,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
GPT-5.5,GPT-5-mini,nifedipine,01_vs_14,01_vs_14_rep01,01_vs_14_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs14-硝苯地平控释片30mg-赛新同-12401091-Side-36h-750X-1-1.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs14-硝苯地平控释片30mg-赛新同-12401091-Side-36h-750X-1-3.docx,0.054571,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,GPT-5-mini,0,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
GPT-5.5,GPT-5-mini,nifedipine,01_vs_14,01_vs_14_rep02,01_vs_14_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs14-硝苯地平控释片30mg-赛新同-12401091-Side-36h-750X-1-2.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs14-硝苯地平控释片30mg-赛新同-12401091-Side-36h-750X-1-3.docx,0.034,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,GPT-5-mini,0,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
GPT-5.5,GPT-5-mini,nifedipine,01_vs_15,01_vs_15_rep01,01_vs_15_rep02,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs15-硝苯地平控释片30mg-亿普-A240105R1-Side-36h-750X-1-1.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs15-硝苯地平控释片30mg-亿普-A240105R1-Side-36h-750X-1-2.docx,0.128571,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,GPT-5-mini,0,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
GPT-5.5,GPT-5-mini,nifedipine,01_vs_15,01_vs_15_rep01,01_vs_15_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs15-硝苯地平控释片30mg-亿普-A240105R1-Side-36h-750X-1-1.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs15-硝苯地平控释片30mg-亿普-A240105R1-Side-36h-750X-1-3.docx,0.158857,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,GPT-5-mini,0,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
GPT-5.5,GPT-5-mini,nifedipine,01_vs_15,01_vs_15_rep02,01_vs_15_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs15-硝苯地平控释片30mg-亿普-A240105R1-Side-36h-750X-1-2.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs15-硝苯地平控释片30mg-亿普-A240105R1-Side-36h-750X-1-3.docx,0.117714,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,GPT-5-mini,0,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
GPT-5.5,GPT-5-mini,nifedipine,01_vs_16,01_vs_16_rep01,01_vs_16_rep02,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs16-硝苯地平控释片30mg-亚宝-241001-Side-36h-750X-1-1.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs16-硝苯地平控释片30mg-亚宝-241001-Side-36h-750X-1-2.docx,0.11,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,GPT-5-mini,0,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
