model,model_display_name,drug,run_id,source_folder,source_file,dimension,dimension_display_name,present,content,content_length
gpt-5-mini,GPT-5-mini,nifedipine,01_vs_08_rep03,chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs08-硝苯地平控释片30mg-欣然-25053401-Side-36h-750X-1-3.docx,color_change,Color change,1,"Compared with the previous frame, the tablet shows a clear emergence of a yellow interior layer on the top and upper side while the original pink coating is being lost at the rim. Color change is localized: yellow is concentrated at the top dome and inner ring, pink residues remain as a powdery ring at the base and rim. The surrounding medium (background) remains essentially dark/clear but there are small light-reflecting bubbles/particles near the tablet surface indicating dispersed particulate material.

---

Tablet shows a clear two-tone appearance: a yellow, powdery/crumbly deposit on the top and a pink/red base core. Compared with the previous frame the yellow top appears slightly more spread and mixed with the pink dust at the rim (localized color change on the tablet and immediate vicinity). The surrounding medium/background remains visually dark/clear - no large-scale coloring or diffuse tinting of the medium is evident.

---

Tablet retains a red/orange body color with a developing yellow-green granular layer on the top; pink powder accumulates at the base. Compared with the immediately previous frame, the yellow-green top layer appears slightly more exposed and mottled but there is no evidence of color diffusion into a surrounding medium (colors remain localized on the tablet and on base powder).

---

Tablet remains dominantly orange-red; the compact core shows retained saturated red color while the top has a whitish powder layer with small yellow/beige beads. Compared with the previous frame in this set, the surrounding medium near the tablet shows a much larger, denser orange cloud/halo - color is now diffused locally (a concentrated orange plume and a smeared orange layer to the right) rather than confined to the tablet surface. The bulk medium beyond the immediate vicinity remains dark/clear (no global coloration), but localized turbidity from released orange pigment/particles has clearly increased.

---

Tablet shows clear two-tone coloring (red lower band, yellow upper band) with a heavy white powdering/coating on the surface and a small bright-green speck visible on the top in the current image. The dissolution medium (background) remains visually dark/clear - no bulk coloration of the medium; white particulate specks are present locally around and immediately above the tablet (suspended dust), but color change is confined to the tablet surface and loose particles rather than diffused into the medium.

---

The tablet shows layered colors (red lower band, yellow/orange mid band, bright yellow top). Compared with the previous frame (middle image), there is no large-scale change in the tablet body color, but new small bright-green glossy droplets/cores have become more numerous and more distinct on the top surface and right-hand flank in the current frame. White powdery material adhering to the outer surface remains present and appears slightly more widespread at the base. The changes are localized to the tablet surface/top rather than diffused into any surrounding liquid (no bulk medium color/tint is visible).

---

Tablet body remains dominantly red with a white powdery coating; small greenish droplets/patches on the tablet apex are present and slightly more pronounced relative to the immediately earlier frame. There is no bulk coloring or diffuse tinting of the surrounding medium - color change is localized to the tablet surface (white powder + localized green gel-like spots) rather than diffused into the bath.

---

Tablet body remains predominantly red but with an increased area of whitish, powdery deposit on the upper hemisphere and more pronounced yellow-green translucent droplets at the top. The white material is localized on the tablet surface and has left a small ring/pile of white particulates at the base; the dissolution medium (background) remains black/clear in the field of view with no visible bulk staining or global color diffusion into the medium.",3952
gpt-5-mini,GPT-5-mini,nifedipine,01_vs_08_rep03,chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs08-硝苯地平控释片30mg-欣然-25053401-Side-36h-750X-1-3.docx,shape_change,Shape change,1,"The overall cylindrical outline has degraded since the previous frame: the flat top has transitioned into an asymmetric rounded dome (yellow) and the outer edge is eroded. The tablet is no longer a single regular whole - there is clear partial loss of the rim and onset of multi-fragment appearance (crumbly skirt). The most critical change vs. previous frame is pronounced rim erosion and development of the yellow bulge at the top.

---

Overall cylindrical outline of the core is still recognizable (not fully collapsed), but the upper outline is irregular with material overhanging the rim and small losses at the edge. Compared to the previous time point there is incremental fragmentation/erosion of the rim: more loose powder at the tablet foot and slightly more irregular top profile (intact core → partial edge erosion → increased loose fragments).

---

Overall cylindrical outline is still present, but the top surface is visibly eroded and irregular. The most critical change versus the previous frame is the appearance and detachment of a discrete orange fragment that has separated from the tablet top (a small cylindrical/rounded piece visible above the tablet), indicating transition from intact→partially missing→fragmentation.

---

The original cylindrical outline is partially preserved at the left-central core but the overall shape is substantially deformed: a tall filament/column has grown upward from the core and a large lateral extrusion/flattening extends to the right. Progression: intact → partially eroded rim with protruding column → pronounced lateral spread and loss of compact right-hand edge. The most critical change vs the previous frame is the marked lateral spreading and formation of a dense, arching plume/extrudate (i.e., the tablet is actively extruding material and losing its regular outline).

---

Overall disc outline remains intact (no major break-up into large fragments). Compared with the previous frame there is increased surface irregularity and a small mound/loose pile on the tablet top; edges remain rounded but appear slightly more eroded. Progression: intact disc → surface partial loss and top crumbling; no multiple large fragments observed yet.

---

Overall outline of the main tablet body remains largely intact and roughly hemispherical. Compared to the previous frame, the top region shows an increased loss of a smooth cap: the yellow top has developed more irregular edges and small discrete pieces (protrusions/droplets) separating from the cap. There is a progression from an intact top cap toward partial detachment and multiple small surface fragments, but the tablet has not yet broken into many large separate fragments.

---

Overall outline remains intact and roughly domed/rounded with a flattened contact at the base. No transition to multiple large fragments is visible. Compared with the previous frame the shape is essentially preserved; the most notable change is a minor increase in irregularity at the top where green material bulges appear (small localized protrusions) but no large-scale fragmentation or missing chunks.

---

Overall outline is still largely intact (disc-like) but shows localized loss of the original smooth cap at the top: the top profile is now irregular with raised, rounded droplets and small missing pieces. There is no large-scale fragmentation into multiple macroscopic pieces - instead there is progressive edge erosion and surface detachment compared with the previous frame.",3490
gpt-5-mini,GPT-5-mini,nifedipine,01_vs_08_rep03,chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs08-硝苯地平控释片30mg-欣然-25053401-Side-36h-750X-1-3.docx,surface_texture_change,Surface texture change,1,"Surface became much rougher and more granular compared with the prior frame. The original smoother powdery coating is breaking into finer crumbly particles; the newly exposed yellow area appears smoother but swollen (contrast to rough pink powder). Small pores/adhesive crumb structures and adherence of fine powder to the side are visible.

---

Surface is strongly eroded and granular: a powdery, fluffy texture on the top (yellow) and a rough, pitted texture on the pink outer surface. Relative to the previous frame the top deposit appears fluffier and there are slightly more fine particles on the side wall and base - consistent with ongoing surface disintegration and pore/particle liberation.

---

Surface is granular and crumbly with a rough, powdery coating; top region shows increased friable/granular texture (yellow-green crumbs) and edges are ragged. Compared to the prior frame the surface shows more loose particles and a clearer loss of a smooth coating at the rim.

---

Surface has become much rougher and more porous-looking: the top shows flaky white residue and exposed granular/pellet-like inclusions, while the exposed walls are covered in fine, fuzzy particles. Compared with the prior frame there is increased surface erosion and a fluffier, fibrous appearance at the regions where material is being released - edges are less sharp and show crumbly, powdery detritus.

---

Surface has become markedly more granular and powdery compared with the prior frame. A frosty/crumbly coating and micro-roughness are visible across the circumference, with small pits and fibrous-looking streaks at the base. The top shows fresh crumbly material (granular micro-structure) not present, or less pronounced, in the previous image.

---

Surface texture is granular and powdery overall. Compared to the previous frame, the top shows increased emergence of glossy, smooth green spherical droplets and the yellow cap looks more porous/crumbly (looser granulation). The body's powder coating remains rough but appears slightly more disrupted where the green droplets sit, indicating localized wetting/softening. No large cracks through the tablet body are visible.

---

Surface stays granular/crumbly due to a white powdery coating. Compared to the previous image there is a small increase in apparent glossiness and roundedness of the green spots at the top (suggesting local wetting/gelling). No extensive cracking or formation of large pores; the powder coating remains largely intact with slightly more powder deposition at the base.

---

Surface is strongly roughened compared with an intact coating: dense powdery/flake-like deposits cover the curved side and top rim. The top exhibits glossy, translucent blister-like features (gel/liquid beads) and small cracks or pits where powder has sloughed off. Texture indicates surface erosion/peeling rather than smooth swelling.",2892
gpt-5-mini,GPT-5-mini,nifedipine,01_vs_08_rep03,chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs08-硝苯地平控释片30mg-欣然-25053401-Side-36h-750X-1-3.docx,volume_change,Area/size change,1,"Projected volume shows net loss at the base (material shed into a powder ring) while the inner portion appears to have locally swollen into a small dome. Net effect relative to previous frame: overall lateral/base volume decreased (material lost), while the central top shows a slight localized increase (bulging/swelling) before collapse.

---

Projected area of the solid core remains approximately similar (core still present), but local volume at the top has become more diffuse (material spread outward) and there is accumulation of loose powder at the base. Qualitatively: no obvious swelling; net occupied bulk is similar but more mass is present as redistributed surface powder around the tablet.

---

Projected lateral dimensions are largely unchanged, but there is localized loss of material at the top and accumulation of powder at the base - net apparent volume of the solid core is slightly reduced. No swelling is observed; trend is material loss (erosion) rather than expansion.

---

Projected area occupied by tablet + dispersed material has increased (flattened, spread layer to the right), while the compact core height appears slightly reduced (flattening) except for the upward filament. Net solid compact volume of the intact core is likely decreasing even though a vertical column is present; compared with the previous frame the recordable occupied footprint is larger and the dense core is slightly lower/less compact.

---

Projected volume/height is roughly preserved; however there is local material loss (powdering) at the top and base. Net occupied volume shows a slight decrease owing to surface erosion and shedding of small particles, but no swelling or gross collapse is visible at this stage.

---

Projected area of the main body is approximately maintained (no obvious gross shrinkage). Compared to the previous frame there is no evidence of swelling followed by collapse - instead small volumes of material are detaching from the top (loss of cap material) while the main bulk retains its size. Net occupied volume appears slightly reduced at the top due to cap erosion, but overall change is modest.

---

No measurable overall volume loss or swelling - projected area and height appear stable between frames. If anything, the top's green droplets make the apex appear marginally more elevated, but overall bulk volume is effectively unchanged in this time window.

---

Projected volume/height appears essentially stable or slightly reduced relative to the prior frame: there is no obvious overall swelling; if anything the top has lost its original thickness and become irregular (collapse/erosion at the cap) while the main body thickness is similar to before.",2703
gpt-5-mini,GPT-5-mini,nifedipine,01_vs_08_rep03,chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs08-硝苯地平控释片30mg-欣然-25053401-Side-36h-750X-1-3.docx,dissolution_speed_time,Dissolution speed over time,1,"Disintegration appears to be accelerating compared to the previous frame: between the two frames there is a rapid increase in powder shedding and visible fragmentation at the rim. Bubble formation and increased particulate suspension suggest an ongoing faster release stage rather than slowing.

---

Disintegration appears to be proceeding but not in a sudden catastrophic manner - gradual surface erosion with steady release of powder. Compared with the previous frame the process shows a modest acceleration in surface particle release (more loose powder visible at base and on sides), but no abrupt fragmentation event in this window.

---

Disintegration appears to have accelerated between the previous frame and the current frame: a sudden fragmentation event (detached fragment) and increased base powder indicate a stage of more rapid mass loss within this time window (18.75-26.25 h).

---

Disintegration/dissolution appears to be in an accelerated release phase in this window: compared to the immediately preceding frame there is a rapid increase in particulate release and lateral smear. The behaviour suggests a stage-wise change - a relatively slow erosion phase earlier followed by rapid fragmentation/extrusion within this current interval.

---

Compared to the previous time point, the rate of visible particle release appears increased recently (more loose powder and newly exposed crumbly top). Overall process appears to be an active surface-erosion stage rather than a sudden catastrophic fragmentation - disintegration is ongoing and locally accelerated at the top edge between frames.

---

Relative to the previous time point, the disintegration appears to be accelerating at the top surface: new small droplets/fragments have appeared in the current frame, indicating an increased rate of local material release. The body dissolution/erosion of the main cylinder remains slow; the most rapid change is stage-wise: accelerated detachment of top-cap material and formation of glossy droplets between the previous and current frames.

---

Disintegration/dissolution appears slow at this stage. Relative to the previous frame the process is not accelerating - only small, gradual surface wetting and droplet growth are observed (no sudden fragmentation or rapid powder release). The dominant behavior is slow surface erosion/wetting rather than rapid mass loss.

---

At this late time window disintegration appears to have slowed to a surface-erosion/flake-loss regime. The most critical change vs the previous time point is increased surface powder shedding and enlargement of the top translucent droplets rather than sudden fragmentation, indicating a decelerating breakup (no sudden acceleration visible).",2734
gpt-5-mini,GPT-5-mini,nifedipine,01_vs_08_rep03,chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs08-硝苯地平控释片30mg-欣然-25053401-Side-36h-750X-1-3.docx,physical_state_change,Physical state change,1,"Outer solid/coating is transitioning to loose powder; an inner layer exhibits swollen, softer (gel-like) appearance with trapped bubbles. The internal structure appears looser and partially collapsed at rim - moving from intact solid to a mixed state (swollen core + crumbly outer debris).

---

Top layer behaves like a hydrated, friable deposit (fluffy/crumbly) rather than a cohesive gel; the internal core remains structurally intact but the outer binder/coating is breaking into loose particles. Compared to the prior image the outer layer is looser and more particulate - trending toward fine particles rather than cohesive swollen mass.

---

Solid → crumbly particulate: the tablet is transitioning from a coherent solid to a loosened, friable structure with discrete fragments and powder; no gel-like or swollen paste state is visible.

---

Solid core is transitioning into a softer, loose/pulpy mass with abundant fine particulate release; material at the extrusion/plume region behaves like a fluffy, semi-dispersed particulate cloud (not a cohesive gel). Internally the structure appears to have loosened significantly, with obvious structural breakdown and collapse of the compact matrix compared to the previous frame.

---

Transition from a coherent solid to a looser, particulate outer layer: the tablet surface is converting into a powdery/granular state while the tablet core remains intact. No gel/swollen paste observed; internal structure is loosening where erosion is concentrated.

---

Local transitions are evident at the tablet surface: parts of the top cap are shifting from a dry granular solid to a softer, wetter/glossy droplet state (gelled/wetted beads). The internal bulk still appears cohesive solid; the top cap is loosening and producing discrete softer droplets/particles, suggesting surface softening and partial conversion to a paste/gel-like microstate in localized spots.

---

The tablet remains solid with a loosely bound powder coating; localized transition to a more hydrated/gel-like state is seen at the green spots on the apex (rounded, glossy droplets). Internal structure otherwise appears cohesive (no collapse or paste formation).

---

Top region shows a local transition toward a gel-like or liquid-droplet appearance (translucent yellow-green beads) while the bulk remains solid but loosened at the surface. The internal structure appears more friable (powdering) but not fully collapsed into fine particles yet.",2469
gpt-5-mini,GPT-5-mini,nifedipine,01_vs_08_rep03,chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs08-硝苯地平控释片30mg-欣然-25053401-Side-36h-750X-1-3.docx,dissolution_medium,Dissolution medium,1,"Medium remains visually clear overall (black background) but shows increasing local turbidity near the tablet surface due to suspended particles and small gas/air bubbles. Given constant pH 6.8 and 38 °C, the medium appears to promote coating rupture and particulate dispersion rather than producing a uniformly cloudy bath at this stage.

---

Medium (visible region) remains visually clear/black with small adhered gas bubbles on the tablet surface; there is no widespread turbidity or cloud banding in the field of view. Presence of bubbles on the surface indicates wetting; otherwise the medium shows no visible precipitation or color leaching in this frame.

---

No visible change in a surrounding liquid medium in these images (background is black and medium is not apparent). There is no observable turbidity or cloud formation in the field of view; color/material remains localized on and immediately around the tablet.

---

Medium outside the immediate tablet region remains visually clear (black background), but immediately surrounding the tablet is a localized turbid zone composed of orange particles and powder; cloud-like, plume and streak patterns are present rather than homogeneous turbidity. Given the constant phosphate buffer pH 6.8 at 38 °C, the medium appears to facilitate localized erosion/dispersion of colored particles without producing bulk coloration of the vessel.

---

The bulk medium remains optically clear (black background) with no widespread turbidity or colored streaks. Local clouding is limited to fine suspended white particles near the tablet; medium pH 6.8 and 38 °C noted in metadata - current behaviour is consistent with surface erosion releasing fine particulates into the surrounding fluid without significant dyeing of the medium.

---

No bulk liquid medium is visible in the frame (black background); instead, small droplets are present below the grid and some wet-looking green beads on the tablet. Given the experiment medium (phosphate buffer pH 6.8, 38 °C) these local glossy beads likely reflect uptake/wetting by the medium prior to bead formation. There is no overall turbidity or clouding of a surrounding bath visible in the image.

---

The surrounding medium (background) remains visually clear with no bulk turbidity or cloud bands in the field of view. Any medium-related changes are localized to the tablet surface (wet, green droplets) rather than showing diffuse turbidity in the bath. Given the experiment medium (pH 6.8, 38 °C) the observed behaviour is consistent with surface wetting and localized leaching rather than widespread medium clouding.

---

No visible turbidity or colored clouding in the surrounding medium - the medium in the image remains effectively clear/black background. The localized beads and powder deposits suggest limited localized solubilization/gelling at the tablet surface rather than bulk medium saturation or precipitation bands.",2933
gpt-5-mini,GPT-5-mini,nifedipine,01_vs_08_rep03,chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs08-硝苯地平控释片30mg-欣然-25053401-Side-36h-750X-1-3.docx,fragment_distribution_density,Fragment distribution density,1,"Fragments are concentrated around the tablet base forming a dense powder ring directly beneath and around the original footprint; particle sizes range from large crumb aggregates at the rim to many fine particles. Compared with the previous frame, fragment count and fine-particle density at the base have increased markedly; fragments remain locally concentrated rather than uniformly dispersed in the medium.

---

Fragments and powder are concentrated at the tablet base and on the tablet top (localized around the original position) - a ring/heap of pink powder at the foot. Fragment sizes are mostly fine to coarse powder clumps rather than large chunks. Compared to the previous frame there is a denser accumulation of fine particles at the base and slightly more small fragments adhered to the side walls; dispersion into the surrounding medium is limited.

---

Fragments and powder are concentrated at the tablet base and on the tablet top; one clear detached fragment is elevated above the tablet in the current frame. Particle density is high locally (ring of pink powder around the tablet) and not uniformly dispersed across the image - mostly localized sedimentation near the original tablet position.

---

Fragments are concentrated around and down-current of the original tablet position (dense pile at the base and a thick plume/blanket to the right). Fragment sizes are mainly fine powder and small aggregates; number/density of fine fragments has clearly increased versus the previous frame and they form a high-density region near the base that thins outward into a dispersed plume. There is no evidence of uniform, well-mixed dispersion across the entire field - distribution is highly localized with clear sediment/accumulation at the substrate beneath and a suspended fibrous cloud above/right.

---

Fragments are concentrated locally: a fine powder coating the tablet surface, a small accumulation ring at the tablet/mesh interface, and a loose crumbly pile on top. Particle sizes are predominantly very small (powder/crumb scale) with moderate-to-high local density at the base and top; there is not yet a uniform dispersion throughout the vessel.

---

Fragments and powder are concentrated immediately around the tablet base and on the tablet top. Compared with the previous frame, there are more discrete small green spherical fragments on the top and right flank and slightly more loose powder at the base. Distribution remains localized (near-source) rather than uniformly dispersed; particle density is highest at the top-right quadrant and around the base, with no broad suspension or distant spread evident.

---

Fine powdery fragments are concentrated at the tablet base and immediately adjacent surface (a ring of white powder granules). There are no numerous larger fragments dispersed away from the tablet; particle density is high locally around the contact zone and low elsewhere in the image. Compared with the previous frame there is a slight increase in loose powder at the base but no change to a uniform dispersion.

---

Fragments are small and concentrated immediately around the tablet base and rim (fine white particulates and small flakes). There is a high local particle density at the contact line and a sparse distribution beyond that; no uniform dispersion or wide-area sedimentation is observed.",3351
gpt-5-mini,GPT-5-mini,nifedipine,01_vs_09_rep01,chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs09-硝苯地平控释片30mg-居安诺-Q332411291-Side-36h-750X-1-1.docx,color_change,Color change,1,"The tablet shows a clear two-tone appearance: remnants of the original pink coating plus a bright yellow interior exposed at the top. Compared with the previous frame, the yellow is more pronounced and covers a larger area (localized to the top/upper rim) and pink powder is more abundant at the base - there is no widespread coloration of the bulk medium (background remains black), so color change is localized to the tablet and its immediate debris.

---

Tablet body remains reddish/pink with a distinct yellow/greenish tuft developing on the crown. The yellow material is localized to the top and upper rim and appears slightly more extensive and saturated in the current frame compared with the previous frame. There is little colour diffusion into the surrounding medium; pink powder at the base has the same hue as the tablet but remains spatially concentrated around the contact area rather than diffuse throughout the bath.

---

Tablet body remains a reddish-orange; the crown/top shows a heterogeneous yellow→green coating with pink/pale powder forming at the rim and base. Color change is localized to the tablet (top coating and rim) and the powder immediately around it; the surrounding medium remains visually clear/black with no diffuse coloration of the bulk medium. Compared with the previous frame, the top coating appears slightly more dispersed into the rim (more green/yellow speckles mixed into the pink powder).

---

Tablet and released material are a strong orange-red; a white, powdery layer and small yellowish granules remain on the tablet top. Compared to the previous frame, the orange color is much more diffuse: a dense orange cloud/plume extends away from the tablet and colors the nearby medium rather than remaining localized on the tablet surface.

---

Tablet shows a two-tone appearance (pink exterior with a bright yellow interior/upper extrudate). Compared with the previous frame, yellow material has become more exposed and concentrated in a localized mound on the top-right of the tablet; the surrounding medium remains visually dark/clear with only fine suspended particulate specks (no bulk color diffusion into the medium).

---

Tablet shows a bi-colored appearance (pink lower layer, pale yellow upper layer). Compared with the previous frame, the yellow material on top has become brighter and more exposed and some yellow powder has migrated down the right side and onto the substrate. There is a thin, diffuse halo of very fine pale powder around the tablet but the bulk medium (background) remains visually dark/clear - color release is localized to the tablet and immediate surroundings rather than diffusely staining the whole medium.

---

Tablet body remains pink-beige while the top agglomerate is pale yellow to off-white. Compared with the previous frame there is a modest increase in the extent of the pale yellow/white material on top and small yellow flecks appearing at the tablet base and in nearby debris. The color change is localized to the tablet crown and immediately adjacent debris; the bulk of the surrounding medium remains dark/clear with only faint, localized yellow staining near the substrate.

---

Tablet body remains pink/orange but the top surface and loose material are now dominated by an off-white to cream-coloured deposit. White/ivory material is spatially concentrated on the tablet crown and immediately around its base; there is no obvious diffuse colouration of the bulk medium (background remains dark). A faint iridescent/needle-like sheen is visible in the white material, suggesting crystalline/needle structures rather than dissolved dye spreading through the medium.",3664
gpt-5-mini,GPT-5-mini,nifedipine,01_vs_09_rep01,chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs09-硝苯地平控释片30mg-居安诺-Q332411291-Side-36h-750X-1-1.docx,shape_change,Shape change,1,"The overall cylindrical outline has become irregular: the top is no longer a smooth dome but a bulging, uneven mound and the lower edge shows loss of the original sharp rim. Compared to the previous timepoint the most critical change is increased loss of the intact rim and creation of non-uniform protrusions and missing chunks at the top - the tablet is transitioning from intact to partially fragmented.

---

Overall cylindrical outline is still recognisable, but edges are becoming irregular. Compared with the previous frame, the current image shows more loss of the sharp rim (small missing chunks and ragged top edge) and a modest increase in small surface protrusions and detached crumbs - the tablet is progressing from intact→partially missing rather than fully fragmented.

---

The overall disc outline is still present, but the top surface is more irregular and eroded. Compared with the previous image the most critical change is the appearance of a discrete detached orange fragment/protrusion above the tablet centre (a small piece has separated), and slightly increased loss of the top rim material into crumbs. Progression: intact disc → heavily eroded rim and top → emergence of distinct fragment(s).

---

The original compact, rounded outline is losing integrity - the tablet body is still recognizable but has developed a flattened, smeared skirt and an elongated filament/arch of material. Versus the previous frame the solid outline has become more irregular and more material has detached into a trailing, amorphous shape (progression: intact → partially missing edge → large smear + filament).

---

Overall cylindrical outline is still recognisable but increasingly irregular: the top-right region has bulged into a loose mound while the lower rim shows local loss of material and small gaps. The most critical change versus the previous frame is formation of a pronounced, separate yellow fragment/mound on the top and greater loss of a continuous lower skirt (i.e., progressing from intact → localized extrusion → partial fragmentation).

---

The tablet core remains largely recognizable as a rounded disc, but the top edge is now uneven and an obvious mound of disintegrated material has formed on the upper-right quadrant. Compared to the previous time point there is clear progression from an intact circular outline toward localized loss of form on the top and right flank, with multiple detached chunks appearing around the base.

---

The tablet main outline is still largely intact (cylindrical core preserved) but the top dome has become more irregular and fluffy. Compared with the previous time point the top has grown in height and porosity and small peripheral chunks have detached - evidence of progression from intact → partially missing → multiple small fragments forming around the base.

---

Overall cylindrical outline of the tablet is still present at the mid and lower walls, but the top has become highly irregular with multiple peaks and hollows. Compared with the previous time window, the crown shows clear loss of an intact flat top and conversion into multiple raised, irregular fragments and aggregates - the critical change is the pronounced top-surface breakup into discrete lobes and loose debris.",3259
gpt-5-mini,GPT-5-mini,nifedipine,01_vs_09_rep01,chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs09-硝苯地平控释片30mg-居安诺-Q332411291-Side-36h-750X-1-1.docx,surface_texture_change,Surface texture change,1,"Surface has gone from relatively smooth (earlier) to a rough, crumbly texture with visible granular flaking at the top and around the equator. Relative to the prior frame there is more loose powder and roughness, and small bubbles adhere to the roughened surface indicating increased porosity and active surface evolution.

---

Surface has become visibly more granular and fluffy on the crown; the original smooth tablet finish is covered by a powdery/porous layer. Compared to the previous frame the top layer appears thicker and more friable, with increased micro-roughness and more adhered particulate clusters; tiny surface bubbles are also present on the exposed material.

---

Surface has become markedly more granular and crumbly: the originally smoother outer wall now shows many fine grainy particles and a fuzzy/crusty top layer. Cracks are not large but the surface texture is rougher and more friable than in the prior frame, with more loose particulate material visible at the rim and on the top.

---

Surface has changed from visibly granular/coarse to a much fuzzier, fibrous-looking texture with many fine particles on the surface and along the filament. Edges appear frayed and eroded compared with the prior frame where the granular top was more distinct and the rim was sharper.

---

Surface has become markedly rough and fuzzy compared with earlier smoother top; many micro-powder and flaky particles are visible on the outer faces, and the top extrudate appears more porous and fibrous. Compared to the previous frame the surface texture is coarser and more crumbly especially at the top-right mound and lower edge.

---

Surface has evolved from a relatively smooth compressed tablet face to a highly friable, fuzzy/filamentous texture at the top. The top yellow region looks granular and fluffy; the tablet flank shows increased micro-roughness and loose powder. Compared to the prior frame, more fibrous/crumbly texture is evident and small cracks/pores at the top edge are more developed.

---

Surface has become noticeably fuzzier and more filamentous: fine needle-like and cottony structures cover the crown and rim. Relative to the prior frame the texture shows increased fibrous/crystalline protrusions and a looser, fluffier surface (loss of smoothness, more edge roughness and particulate shedding).

---

Surface changed from relatively smooth/granular to visibly rough and fibrous at the crown. Needle-like/filamentous micro-structures and fluffy, cotton-like aggregates are present on the upper surface; the outer wall also appears more powdery and erosive with fine granules shedding at the base.",2636
gpt-5-mini,GPT-5-mini,nifedipine,01_vs_09_rep01,chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs09-硝苯地平控释片30mg-居安诺-Q332411291-Side-36h-750X-1-1.docx,volume_change,Area/size change,1,"Projected footprint is roughly similar but the vertical profile is now more uneven (a raised yellow dome and depressed/eroded rim). Compared with the previous image there is not a large uniform volume loss yet, but localized collapse/erosion at the rim and reorganization of material into loose powder at the base indicate beginning net volume loss of the coherent compact.

---

Projected bulk volume shows a small net loss: the tablet retains most of its height but is shedding material (visible pile of powder at the base). Relative to the previous frame there is slightly more displaced material on the substrate, consistent with gradual decrease of cohesive solid volume rather than swelling-then-collapse behaviour.

---

Projected bulk volume of the main disc remains similar (no obvious swelling), but there is a net apparent loss of compact mass into powder (increased fine material at the base). Qualitatively this is a slight decrease in effective compact volume (mass redistribution into loose fragments) rather than swelling-then-collapse.

---

Projected area has increased (material spread laterally across the substrate) while the central tablet height appears slightly reduced overall; a portion of solid mass has dispersed into fine particulates so the solid bulk volume is reduced even though the 2D footprint is larger compared with the previous frame.

---

Apparent overall tablet volume is shifting: a small local increase in apparent volume at the top-right (extrusion of yellow material) while the base shows net material loss (powder shedding), so net solid mass at the original tablet boundary is decreasing. Relative to the previous time point the base thickness is slightly reduced and more material occupies the top mound.

---

Projected volume of the main pink core appears only slightly reduced - the core still occupies most of the original footprint - but there is a localized increase in apparent material volume on the top-right (a mound of disintegrated material). Net effect versus previous frame: modest core loss with accumulation of displaced material externally rather than complete bulk volume loss.

---

Projected volume of the solid core appears approximately stable, but there is a small net loss of compact material at the top rim and an increase in loose voluminous fluff above the tablet. Compared to the previous image the visible compact core has not greatly shrunk, while the external, low-density fluff/fragment volume has increased.

---

Projected area of the mid-section remains similar, but there is an apparent small net loss of cohesive bulk: material has been removed from the top and deposited as loose fragments around the base. The trend is consistent with erosion/volume loss rather than swelling - any earlier swelling phase is no longer dominant.",2814
