relative_path,file_name,extension,status,read_error,size_bytes,drug_root_label,primary_drug_label,primary_pH_label,condition_folder,view_folder,variant_label,model_label,model_label_source,model_bucket,comparison_pair_id,reference_manufacturer_label,manufacturer_label,reference_batch_label,comparison_batch_label,batch_pair,comparison_scope,sample_replicate_id,left_replicate_id,right_replicate_id,repeat_group_base_key,repeat_group_model_key,repeat_observation_key,repeat_group_complete,repeat_group_consistency_status,repeat_group_consensus_verdict,potential_error_label,left_product_name,left_manufacturer_label,left_batch_label,right_product_name,right_manufacturer_label,right_batch_label,manufacturer_pair,verdict,verdict_raw,char_count,word_count,has_experiment_section,experiment_fields_expected,experiment_fields_present,experiment_completeness_pct,experiment_time_interval_present,experiment_other_conditions_present,has_image_analysis_section,image_analysis_block_count,dimension_coverage_count,dimension_coverage_pct,dimension_avg_words,dimension_generic_count,dimension_duplicate_count,dimension_detail_score_pct,has_mechanism_section,mechanism_hypothesis_count,mechanism_follow_up_item_count,mechanism_evidence_trace_count,reference_trace_level,possible_placeholder_reference,mechanism_score_pct,reference_verify_placeholder,has_final_report_section,comparison_table_present,comparison_table_rows,reason_keyword_count,evidence_link_count,judgment_basis_clear,reasoning_score_pct,structural_completeness_pct,overall_quality_score_pct,bert_score_mode,bert_score_status,bert_reference_key,bert_reference_source,bert_reference_count,bert_precision_pct,bert_recall_pct,bert_f1_pct
chat gpt/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__02-硝苯地平控释片30mg-易释-2506K003-Side-36h-750X-1__rep01/compare_answer.md,compare_answer.md,.md,ok,,8117,chat gpt,硝苯地平控释片30mg,,,,,ChatGPT,mapping_file,ChatGPT,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs02-硝苯地平控释片30mg-易释-2506K003-Side-36h-750X-1-1,拜新同,易释,BJ86516,2506K003,BJ86516 vs 2506K003,cross_manufacturer,1,1,1,硝苯地平控释片30mg || 拜新同 vs 易释 || BJ86516 vs 2506K003,硝苯地平控释片30mg || 拜新同 vs 易释 || BJ86516 vs 2506K003 || ChatGPT,硝苯地平控释片30mg || 拜新同 vs 易释 || BJ86516 vs 2506K003 || 1,1,consistent,same,,硝苯地平控释片30mg,拜新同,BJ86516,硝苯地平控释片30mg,易释,2506K003,拜新同 vs 易释,same,same,7992,1218,0,6,0,0.0,0,0,0,0,8,100.0,0.0,0,0,55.0,1,0,0,0,none,0,0.0,0,1,0,0,0,0,0,0.0,50.0,35.75,consensus,dependency_missing,,,0,,,
chat gpt/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__05-硝苯地平控释片30mg-久保平-22400938-Side-36h-750X-1__rep03/compare_answer.md,compare_answer.md,.md,ok,,7263,chat gpt,硝苯地平控释片30mg,,,,,ChatGPT,mapping_file,ChatGPT,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs05-硝苯地平控释片30mg-久保平-22400938-Side-36h-750X-1-3,拜新同,久保平,BJ86516,22400938,BJ86516 vs 22400938,cross_manufacturer,3,1,3,硝苯地平控释片30mg || 拜新同 vs 久保平 || BJ86516 vs 22400938,硝苯地平控释片30mg || 拜新同 vs 久保平 || BJ86516 vs 22400938 || ChatGPT,硝苯地平控释片30mg || 拜新同 vs 久保平 || BJ86516 vs 22400938 || 3,1,inconsistent,same,potential_false_negative,硝苯地平控释片30mg,拜新同,BJ86516,硝苯地平控释片30mg,久保平,22400938,拜新同 vs 久保平,different,different,7127,1084,0,6,0,0.0,0,0,0,0,8,100.0,0.0,0,0,55.0,1,0,0,0,none,0,0.0,0,1,0,0,0,0,0,0.0,50.0,35.75,consensus,dependency_missing,,,0,,,
chat gpt/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__06-硝苯地平控释片30mg-立方-2503501-Side-36h-750X-1__rep01/compare_answer.md,compare_answer.md,.md,ok,,7703,chat gpt,硝苯地平控释片30mg,,,,,ChatGPT,mapping_file,ChatGPT,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs06-硝苯地平控释片30mg-立方-2503501-Side-36h-750X-1-1,拜新同,立方,BJ86516,2503501,BJ86516 vs 2503501,cross_manufacturer,1,1,1,硝苯地平控释片30mg || 拜新同 vs 立方 || BJ86516 vs 2503501,硝苯地平控释片30mg || 拜新同 vs 立方 || BJ86516 vs 2503501 || ChatGPT,硝苯地平控释片30mg || 拜新同 vs 立方 || BJ86516 vs 2503501 || 1,1,consistent,same,,硝苯地平控释片30mg,拜新同,BJ86516,硝苯地平控释片30mg,立方,2503501,拜新同 vs 立方,same,same,7564,1137,0,6,0,0.0,0,0,0,0,8,100.0,0.0,0,0,55.0,1,0,0,0,none,0,0.0,0,1,0,0,0,0,0,0.0,50.0,35.75,consensus,dependency_missing,,,0,,,
chat gpt/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__06-硝苯地平控释片30mg-立方-2503501-Side-36h-750X-1__rep02/compare_answer.md,compare_answer.md,.md,ok,,8130,chat gpt,硝苯地平控释片30mg,,,,,ChatGPT,mapping_file,ChatGPT,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs06-硝苯地平控释片30mg-立方-2503501-Side-36h-750X-1-2,拜新同,立方,BJ86516,2503501,BJ86516 vs 2503501,cross_manufacturer,2,1,2,硝苯地平控释片30mg || 拜新同 vs 立方 || BJ86516 vs 2503501,硝苯地平控释片30mg || 拜新同 vs 立方 || BJ86516 vs 2503501 || ChatGPT,硝苯地平控释片30mg || 拜新同 vs 立方 || BJ86516 vs 2503501 || 2,1,consistent,same,,硝苯地平控释片30mg,拜新同,BJ86516,硝苯地平控释片30mg,立方,2503501,拜新同 vs 立方,same,same,7955,1170,0,6,0,0.0,0,0,0,0,8,100.0,0.0,0,0,55.0,1,0,0,0,none,0,0.0,0,1,0,0,0,0,0,0.0,50.0,35.75,consensus,dependency_missing,,,0,,,
chat gpt/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__06-硝苯地平控释片30mg-立方-2503501-Side-36h-750X-1__rep03/compare_answer.md,compare_answer.md,.md,ok,,9138,chat gpt,硝苯地平控释片30mg,,,,,ChatGPT,mapping_file,ChatGPT,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs06-硝苯地平控释片30mg-立方-2503501-Side-36h-750X-1-3,拜新同,立方,BJ86516,2503501,BJ86516 vs 2503501,cross_manufacturer,3,1,3,硝苯地平控释片30mg || 拜新同 vs 立方 || BJ86516 vs 2503501,硝苯地平控释片30mg || 拜新同 vs 立方 || BJ86516 vs 2503501 || ChatGPT,硝苯地平控释片30mg || 拜新同 vs 立方 || BJ86516 vs 2503501 || 3,1,consistent,same,,硝苯地平控释片30mg,拜新同,BJ86516,硝苯地平控释片30mg,立方,2503501,拜新同 vs 立方,same,same,8957,1373,0,6,0,0.0,0,0,0,0,8,100.0,0.0,0,0,55.0,1,0,0,0,none,0,0.0,0,1,0,0,0,0,0,0.0,50.0,35.75,consensus,dependency_missing,,,0,,,
chat gpt/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__07-硝苯地平控释片30mg-一品红-302125001-Side-36h-750X-1__rep01/compare_answer.md,compare_answer.md,.md,ok,,9121,chat gpt,硝苯地平控释片30mg,,,,,ChatGPT,mapping_file,ChatGPT,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs07-硝苯地平控释片30mg-一品红-302125001-Side-36h-750X-1-1,拜新同,一品红,BJ86516,302125001,BJ86516 vs 302125001,cross_manufacturer,1,1,1,硝苯地平控释片30mg || 拜新同 vs 一品红 || BJ86516 vs 302125001,硝苯地平控释片30mg || 拜新同 vs 一品红 || BJ86516 vs 302125001 || ChatGPT,硝苯地平控释片30mg || 拜新同 vs 一品红 || BJ86516 vs 302125001 || 1,1,inconsistent,same,,硝苯地平控释片30mg,拜新同,BJ86516,硝苯地平控释片30mg,一品红,302125001,拜新同 vs 一品红,same,same,8937,1400,0,6,0,0.0,0,0,0,0,8,100.0,0.0,0,0,55.0,0,0,0,0,none,0,0.0,0,1,0,0,0,0,0,0.0,25.0,32.0,consensus,dependency_missing,,,0,,,
chat gpt/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__07-硝苯地平控释片30mg-一品红-302125001-Side-36h-750X-1__rep02/compare_answer.md,compare_answer.md,.md,ok,,8417,chat gpt,硝苯地平控释片30mg,,,,,ChatGPT,mapping_file,ChatGPT,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs07-硝苯地平控释片30mg-一品红-302125001-Side-36h-750X-1-2,拜新同,一品红,BJ86516,302125001,BJ86516 vs 302125001,cross_manufacturer,2,1,2,硝苯地平控释片30mg || 拜新同 vs 一品红 || BJ86516 vs 302125001,硝苯地平控释片30mg || 拜新同 vs 一品红 || BJ86516 vs 302125001 || ChatGPT,硝苯地平控释片30mg || 拜新同 vs 一品红 || BJ86516 vs 302125001 || 2,1,inconsistent,same,potential_false_negative,硝苯地平控释片30mg,拜新同,BJ86516,硝苯地平控释片30mg,一品红,302125001,拜新同 vs 一品红,different,different,8257,1248,0,6,0,0.0,0,0,0,0,8,100.0,0.0,0,0,55.0,1,0,0,0,none,0,0.0,0,1,0,0,0,0,0,0.0,50.0,35.75,consensus,dependency_missing,,,0,,,
chat gpt/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__07-硝苯地平控释片30mg-一品红-302125001-Side-36h-750X-1__rep03/compare_answer.md,compare_answer.md,.md,ok,,7392,chat gpt,硝苯地平控释片30mg,,,,,ChatGPT,mapping_file,ChatGPT,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs07-硝苯地平控释片30mg-一品红-302125001-Side-36h-750X-1-3,拜新同,一品红,BJ86516,302125001,BJ86516 vs 302125001,cross_manufacturer,3,1,3,硝苯地平控释片30mg || 拜新同 vs 一品红 || BJ86516 vs 302125001,硝苯地平控释片30mg || 拜新同 vs 一品红 || BJ86516 vs 302125001 || ChatGPT,硝苯地平控释片30mg || 拜新同 vs 一品红 || BJ86516 vs 302125001 || 3,1,inconsistent,same,,硝苯地平控释片30mg,拜新同,BJ86516,硝苯地平控释片30mg,一品红,302125001,拜新同 vs 一品红,same,same,7284,1106,0,6,0,0.0,0,0,0,0,8,100.0,0.0,0,0,55.0,1,0,0,0,none,0,0.0,0,1,0,0,0,0,0,0.0,50.0,35.75,consensus,dependency_missing,,,0,,,
chat gpt/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__08-硝苯地平控释片30mg-欣然-25053401-Side-36h-750X-1__rep01/compare_answer.md,compare_answer.md,.md,ok,,8545,chat gpt,硝苯地平控释片30mg,,,,,ChatGPT,mapping_file,ChatGPT,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs08-硝苯地平控释片30mg-欣然-25053401-Side-36h-750X-1-1,拜新同,欣然,BJ86516,25053401,BJ86516 vs 25053401,cross_manufacturer,1,1,1,硝苯地平控释片30mg || 拜新同 vs 欣然 || BJ86516 vs 25053401,硝苯地平控释片30mg || 拜新同 vs 欣然 || BJ86516 vs 25053401 || ChatGPT,硝苯地平控释片30mg || 拜新同 vs 欣然 || BJ86516 vs 25053401 || 1,1,consistent,different,,硝苯地平控释片30mg,拜新同,BJ86516,硝苯地平控释片30mg,欣然,25053401,拜新同 vs 欣然,different,different,8382,1278,0,6,0,0.0,0,0,0,0,8,100.0,0.0,0,0,55.0,0,0,0,0,none,0,0.0,0,1,0,0,0,0,0,0.0,25.0,32.0,consensus,dependency_missing,,,0,,,
chat gpt/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__08-硝苯地平控释片30mg-欣然-25053401-Side-36h-750X-1__rep02/compare_answer.md,compare_answer.md,.md,ok,,8112,chat gpt,硝苯地平控释片30mg,,,,,ChatGPT,mapping_file,ChatGPT,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs08-硝苯地平控释片30mg-欣然-25053401-Side-36h-750X-1-2,拜新同,欣然,BJ86516,25053401,BJ86516 vs 25053401,cross_manufacturer,2,1,2,硝苯地平控释片30mg || 拜新同 vs 欣然 || BJ86516 vs 25053401,硝苯地平控释片30mg || 拜新同 vs 欣然 || BJ86516 vs 25053401 || ChatGPT,硝苯地平控释片30mg || 拜新同 vs 欣然 || BJ86516 vs 25053401 || 2,1,consistent,different,,硝苯地平控释片30mg,拜新同,BJ86516,硝苯地平控释片30mg,欣然,25053401,拜新同 vs 欣然,different,different,7964,1192,0,6,0,0.0,0,0,0,0,8,100.0,0.0,0,0,55.0,1,0,0,0,none,0,0.0,0,1,0,0,0,0,0,0.0,50.0,35.75,consensus,dependency_missing,,,0,,,
chat gpt/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__08-硝苯地平控释片30mg-欣然-25053401-Side-36h-750X-1__rep03/compare_answer.md,compare_answer.md,.md,ok,,7297,chat gpt,硝苯地平控释片30mg,,,,,ChatGPT,mapping_file,ChatGPT,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs08-硝苯地平控释片30mg-欣然-25053401-Side-36h-750X-1-3,拜新同,欣然,BJ86516,25053401,BJ86516 vs 25053401,cross_manufacturer,3,1,3,硝苯地平控释片30mg || 拜新同 vs 欣然 || BJ86516 vs 25053401,硝苯地平控释片30mg || 拜新同 vs 欣然 || BJ86516 vs 25053401 || ChatGPT,硝苯地平控释片30mg || 拜新同 vs 欣然 || BJ86516 vs 25053401 || 3,1,consistent,different,,硝苯地平控释片30mg,拜新同,BJ86516,硝苯地平控释片30mg,欣然,25053401,拜新同 vs 欣然,different,different,7183,1065,0,6,0,0.0,0,0,0,0,8,100.0,0.0,0,0,55.0,1,0,0,0,none,0,0.0,0,1,0,0,0,0,0,0.0,50.0,35.75,consensus,dependency_missing,,,0,,,
chat gpt/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__09-硝苯地平控释片30mg-居安诺-Q332411291-Side-36h-750X-1__rep01/compare_answer.md,compare_answer.md,.md,ok,,6943,chat gpt,硝苯地平控释片30mg,,,,,ChatGPT,mapping_file,ChatGPT,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs09-硝苯地平控释片30mg-居安诺-Q332411291-Side-36h-750X-1-1,拜新同,居安诺,BJ86516,Q332411291,BJ86516 vs Q332411291,cross_manufacturer,1,1,1,硝苯地平控释片30mg || 拜新同 vs 居安诺 || BJ86516 vs Q332411291,硝苯地平控释片30mg || 拜新同 vs 居安诺 || BJ86516 vs Q332411291 || ChatGPT,硝苯地平控释片30mg || 拜新同 vs 居安诺 || BJ86516 vs Q332411291 || 1,1,consistent,same,,硝苯地平控释片30mg,拜新同,BJ86516,硝苯地平控释片30mg,居安诺,Q332411291,拜新同 vs 居安诺,same,same,6798,1027,0,6,0,0.0,0,0,0,0,8,100.0,0.0,0,0,55.0,1,0,0,0,none,0,0.0,0,1,0,0,0,0,0,0.0,50.0,35.75,consensus,dependency_missing,,,0,,,
chat gpt/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__09-硝苯地平控释片30mg-居安诺-Q332411291-Side-36h-750X-1__rep02/compare_answer.md,compare_answer.md,.md,ok,,8355,chat gpt,硝苯地平控释片30mg,,,,,ChatGPT,mapping_file,ChatGPT,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs09-硝苯地平控释片30mg-居安诺-Q332411291-Side-36h-750X-1-2,拜新同,居安诺,BJ86516,Q332411291,BJ86516 vs Q332411291,cross_manufacturer,2,1,2,硝苯地平控释片30mg || 拜新同 vs 居安诺 || BJ86516 vs Q332411291,硝苯地平控释片30mg || 拜新同 vs 居安诺 || BJ86516 vs Q332411291 || ChatGPT,硝苯地平控释片30mg || 拜新同 vs 居安诺 || BJ86516 vs Q332411291 || 2,1,consistent,same,,硝苯地平控释片30mg,拜新同,BJ86516,硝苯地平控释片30mg,居安诺,Q332411291,拜新同 vs 居安诺,same,same,8228,1235,0,6,0,0.0,0,0,0,0,8,100.0,0.0,0,0,55.0,1,0,0,0,none,0,0.0,0,1,0,0,0,0,0,0.0,50.0,35.75,consensus,dependency_missing,,,0,,,
chat gpt/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__09-硝苯地平控释片30mg-居安诺-Q332411291-Side-36h-750X-1__rep03/compare_answer.md,compare_answer.md,.md,ok,,8115,chat gpt,硝苯地平控释片30mg,,,,,ChatGPT,mapping_file,ChatGPT,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs09-硝苯地平控释片30mg-居安诺-Q332411291-Side-36h-750X-1-3,拜新同,居安诺,BJ86516,Q332411291,BJ86516 vs Q332411291,cross_manufacturer,3,1,3,硝苯地平控释片30mg || 拜新同 vs 居安诺 || BJ86516 vs Q332411291,硝苯地平控释片30mg || 拜新同 vs 居安诺 || BJ86516 vs Q332411291 || ChatGPT,硝苯地平控释片30mg || 拜新同 vs 居安诺 || BJ86516 vs Q332411291 || 3,1,consistent,same,,硝苯地平控释片30mg,拜新同,BJ86516,硝苯地平控释片30mg,居安诺,Q332411291,拜新同 vs 居安诺,same,same,7950,1152,0,6,0,0.0,0,0,0,0,8,100.0,0.0,0,0,55.0,1,0,0,0,none,0,0.0,0,1,0,0,0,0,0,0.0,50.0,35.75,consensus,dependency_missing,,,0,,,
chat gpt/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__10-硝苯地平控释片30mg-君保泰-2505363-Side-36h-750X-1__rep01/compare_answer.md,compare_answer.md,.md,ok,,7692,chat gpt,硝苯地平控释片30mg,,,,,ChatGPT,mapping_file,ChatGPT,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs10-硝苯地平控释片30mg-君保泰-2505363-Side-36h-750X-1-1,拜新同,君保泰,BJ86516,2505363,BJ86516 vs 2505363,cross_manufacturer,1,1,1,硝苯地平控释片30mg || 拜新同 vs 君保泰 || BJ86516 vs 2505363,硝苯地平控释片30mg || 拜新同 vs 君保泰 || BJ86516 vs 2505363 || ChatGPT,硝苯地平控释片30mg || 拜新同 vs 君保泰 || BJ86516 vs 2505363 || 1,1,insufficient,different,,硝苯地平控释片30mg,拜新同,BJ86516,硝苯地平控释片30mg,君保泰,2505363,拜新同 vs 君保泰,unknown,,7514,1130,0,6,0,0.0,0,0,0,0,8,100.0,0.0,0,0,55.0,1,0,0,0,none,0,0.0,0,1,0,0,0,0,0,0.0,50.0,35.75,consensus,dependency_missing,,,0,,,
chat gpt/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__10-硝苯地平控释片30mg-君保泰-2505363-Side-36h-750X-1__rep02/compare_answer.md,compare_answer.md,.md,ok,,6759,chat gpt,硝苯地平控释片30mg,,,,,ChatGPT,mapping_file,ChatGPT,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs10-硝苯地平控释片30mg-君保泰-2505363-Side-36h-750X-1-2,拜新同,君保泰,BJ86516,2505363,BJ86516 vs 2505363,cross_manufacturer,2,1,2,硝苯地平控释片30mg || 拜新同 vs 君保泰 || BJ86516 vs 2505363,硝苯地平控释片30mg || 拜新同 vs 君保泰 || BJ86516 vs 2505363 || ChatGPT,硝苯地平控释片30mg || 拜新同 vs 君保泰 || BJ86516 vs 2505363 || 2,1,insufficient,different,,硝苯地平控释片30mg,拜新同,BJ86516,硝苯地平控释片30mg,君保泰,2505363,拜新同 vs 君保泰,different,different,6685,980,0,6,0,0.0,0,0,0,0,8,100.0,0.0,0,0,55.0,1,0,0,0,none,0,0.0,0,1,0,0,0,0,0,0.0,50.0,35.75,consensus,dependency_missing,,,0,,,
chat gpt/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__10-硝苯地平控释片30mg-君保泰-2505363-Side-36h-750X-1__rep03/compare_answer.md,compare_answer.md,.md,ok,,0,chat gpt,硝苯地平控释片30mg,,,,,ChatGPT,mapping_file,ChatGPT,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs10-硝苯地平控释片30mg-君保泰-2505363-Side-36h-750X-1-3,拜新同,君保泰,BJ86516,2505363,BJ86516 vs 2505363,cross_manufacturer,3,1,3,硝苯地平控释片30mg || 拜新同 vs 君保泰 || BJ86516 vs 2505363,硝苯地平控释片30mg || 拜新同 vs 君保泰 || BJ86516 vs 2505363 || ChatGPT,硝苯地平控释片30mg || 拜新同 vs 君保泰 || BJ86516 vs 2505363 || 3,1,insufficient,different,,硝苯地平控释片30mg,拜新同,BJ86516,硝苯地平控释片30mg,君保泰,2505363,拜新同 vs 君保泰,unknown,,0,0,0,6,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,none,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,consensus,dependency_missing,,,0,,,
chat gpt/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__11-硝苯地平控释片30mg-贝奇康-2406601-Side-36h-750X-1__rep01/compare_answer.md,compare_answer.md,.md,ok,,8167,chat gpt,硝苯地平控释片30mg,,,,,ChatGPT,mapping_file,ChatGPT,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs11-硝苯地平控释片30mg-贝奇康-2406601-Side-36h-750X-1-1,拜新同,贝奇康,BJ86516,2406601,BJ86516 vs 2406601,cross_manufacturer,1,1,1,硝苯地平控释片30mg || 拜新同 vs 贝奇康 || BJ86516 vs 2406601,硝苯地平控释片30mg || 拜新同 vs 贝奇康 || BJ86516 vs 2406601 || ChatGPT,硝苯地平控释片30mg || 拜新同 vs 贝奇康 || BJ86516 vs 2406601 || 1,1,consistent,same,,硝苯地平控释片30mg,拜新同,BJ86516,硝苯地平控释片30mg,贝奇康,2406601,拜新同 vs 贝奇康,same,same,7981,1215,0,6,0,0.0,0,0,0,0,8,100.0,0.0,0,0,55.0,1,0,0,0,none,0,0.0,0,1,0,0,0,0,0,0.0,50.0,35.75,consensus,dependency_missing,,,0,,,
chat gpt/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__11-硝苯地平控释片30mg-贝奇康-2406601-Side-36h-750X-1__rep02/compare_answer.md,compare_answer.md,.md,ok,,7380,chat gpt,硝苯地平控释片30mg,,,,,ChatGPT,mapping_file,ChatGPT,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs11-硝苯地平控释片30mg-贝奇康-2406601-Side-36h-750X-1-2,拜新同,贝奇康,BJ86516,2406601,BJ86516 vs 2406601,cross_manufacturer,2,1,2,硝苯地平控释片30mg || 拜新同 vs 贝奇康 || BJ86516 vs 2406601,硝苯地平控释片30mg || 拜新同 vs 贝奇康 || BJ86516 vs 2406601 || ChatGPT,硝苯地平控释片30mg || 拜新同 vs 贝奇康 || BJ86516 vs 2406601 || 2,1,consistent,same,,硝苯地平控释片30mg,拜新同,BJ86516,硝苯地平控释片30mg,贝奇康,2406601,拜新同 vs 贝奇康,same,same,7268,1086,0,6,0,0.0,0,0,0,0,8,100.0,0.0,0,0,55.0,1,0,0,0,none,0,0.0,0,1,0,0,0,0,0,0.0,50.0,35.75,consensus,dependency_missing,,,0,,,
chat gpt/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__11-硝苯地平控释片30mg-贝奇康-2406601-Side-36h-750X-1__rep03/compare_answer.md,compare_answer.md,.md,ok,,0,chat gpt,硝苯地平控释片30mg,,,,,ChatGPT,mapping_file,ChatGPT,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs11-硝苯地平控释片30mg-贝奇康-2406601-Side-36h-750X-1-3,拜新同,贝奇康,BJ86516,2406601,BJ86516 vs 2406601,cross_manufacturer,3,1,3,硝苯地平控释片30mg || 拜新同 vs 贝奇康 || BJ86516 vs 2406601,硝苯地平控释片30mg || 拜新同 vs 贝奇康 || BJ86516 vs 2406601 || ChatGPT,硝苯地平控释片30mg || 拜新同 vs 贝奇康 || BJ86516 vs 2406601 || 3,1,consistent,same,,硝苯地平控释片30mg,拜新同,BJ86516,硝苯地平控释片30mg,贝奇康,2406601,拜新同 vs 贝奇康,unknown,,0,0,0,6,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,none,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,consensus,dependency_missing,,,0,,,
chat gpt/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__12-硝苯地平控释片30mg-奥赛定-0000117508-Side-36h-750X-1__rep01/compare_answer.md,compare_answer.md,.md,ok,,8424,chat gpt,硝苯地平控释片30mg,,,,,ChatGPT,mapping_file,ChatGPT,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs12-硝苯地平控释片30mg-奥赛定-0000117508-Side-36h-750X-1-1,拜新同,奥赛定,BJ86516,0000117508,BJ86516 vs 0000117508,cross_manufacturer,1,1,1,硝苯地平控释片30mg || 拜新同 vs 奥赛定 || BJ86516 vs 0000117508,硝苯地平控释片30mg || 拜新同 vs 奥赛定 || BJ86516 vs 0000117508 || ChatGPT,硝苯地平控释片30mg || 拜新同 vs 奥赛定 || BJ86516 vs 0000117508 || 1,1,consistent,same,,硝苯地平控释片30mg,拜新同,BJ86516,硝苯地平控释片30mg,奥赛定,0000117508,拜新同 vs 奥赛定,same,same,8263,1289,0,6,0,0.0,0,0,0,0,8,100.0,0.0,0,0,55.0,1,0,0,0,none,0,0.0,0,1,0,0,0,0,0,0.0,50.0,35.75,consensus,no_reference,,,0,,,
chat gpt/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__12-硝苯地平控释片30mg-奥赛定-0000117508-Side-36h-750X-1__rep02/compare_answer.md,compare_answer.md,.md,ok,,8920,chat gpt,硝苯地平控释片30mg,,,,,ChatGPT,mapping_file,ChatGPT,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs12-硝苯地平控释片30mg-奥赛定-0000117508-Side-36h-750X-1-2,拜新同,奥赛定,BJ86516,0000117508,BJ86516 vs 0000117508,cross_manufacturer,2,1,2,硝苯地平控释片30mg || 拜新同 vs 奥赛定 || BJ86516 vs 0000117508,硝苯地平控释片30mg || 拜新同 vs 奥赛定 || BJ86516 vs 0000117508 || ChatGPT,硝苯地平控释片30mg || 拜新同 vs 奥赛定 || BJ86516 vs 0000117508 || 2,1,consistent,same,,硝苯地平控释片30mg,拜新同,BJ86516,硝苯地平控释片30mg,奥赛定,0000117508,拜新同 vs 奥赛定,same,same,8760,1315,0,6,0,0.0,0,0,0,0,8,100.0,0.0,0,0,55.0,1,0,0,0,none,0,0.0,0,1,0,0,0,0,0,0.0,50.0,35.75,consensus,no_reference,,,0,,,
