"check_type","repo_path","status","original_path","copied_status","notes"
"manifest_non_copied_entry","knowledge_base/markdown_conversion_workflow_24.md","INFO","D:\data\markdown_sanitized\volume-012.md","skipped_copyright_review_removed_from_staging","Manifest entry records skipped/TODO/removed item, so file existence is not required."
"manifest_non_copied_entry","knowledge_base/markdown_conversion_workflow_25.md","INFO","D:\data\markdown_sanitized\volume-013.md","skipped_copyright_review_removed_from_staging","Manifest entry records skipped/TODO/removed item, so file existence is not required."
"manifest_non_copied_entry","knowledge_base/markdown_conversion_workflow_26.md","INFO","D:\data\markdown_sanitized\volume-014.md","skipped_copyright_review_removed_from_staging","Manifest entry records skipped/TODO/removed item, so file existence is not required."
"manifest_non_copied_entry","knowledge_base/markdown_conversion_workflow_27.md","INFO","D:\data\markdown_sanitized\volume-015.md","skipped_copyright_review_removed_from_staging","Manifest entry records skipped/TODO/removed item, so file existence is not required."
"manifest_non_copied_entry","knowledge_base/markdown_conversion_workflow_28.md","INFO","D:\data\markdown_sanitized\volume-016.md","skipped_copyright_review_removed_from_staging","Manifest entry records skipped/TODO/removed item, so file existence is not required."
"manifest_non_copied_entry","knowledge_base/markdown_conversion_workflow_29.md","INFO","D:\data\markdown_sanitized\volume-017.md","skipped_copyright_review_removed_from_staging","Manifest entry records skipped/TODO/removed item, so file existence is not required."
"manifest_non_copied_entry","knowledge_base/markdown_conversion_workflow_3.md","INFO","D:\data\markdown\DeepSeek-OCR-vllm\.ipynb_checkpoints\run_dpsk_ocr_pdf-checkpoint.py","skipped_cache_review_removed_from_staging","Manifest entry records skipped/TODO/removed item, so file existence is not required."
"manifest_non_copied_entry","knowledge_base/markdown_conversion_workflow_30.md","INFO","D:\data\markdown_sanitized\volume-018.md","skipped_copyright_review_removed_from_staging","Manifest entry records skipped/TODO/removed item, so file existence is not required."
"manifest_non_copied_entry","knowledge_base/openfda_field_mapping.md","INFO","","todo_missing","Manifest entry records skipped/TODO/removed item, so file existence is not required."
"manifest_non_copied_entry","prompts/MYGO/methylene_blue_background_prompt.txt","INFO","","todo_missing","Manifest entry records skipped/TODO/removed item, so file existence is not required."
"manifest_non_copied_entry","scripts/plot_fig5_uv_release.py","INFO","","todo_missing","Manifest entry records skipped/TODO/removed item, so file existence is not required."
"manifest_non_copied_entry","scripts/run_dis_chatflow_batch.py","INFO","","todo_review_or_redact_candidate","Manifest entry records skipped/TODO/removed item, so file existence is not required."
"manifest_non_copied_entry","scripts/run_dpsk_ocr_batch-checkpoint.py","INFO","D:\data\markdown\DeepSeek-OCR-vllm\.ipynb_checkpoints\run_dpsk_ocr_batch-checkpoint.py","skipped_cache_review_removed_from_staging","Manifest entry records skipped/TODO/removed item, so file existence is not required."
"manifest_non_copied_entry","scripts/run_dpsk_ocr_eval_batch-checkpoint.py","INFO","D:\data\markdown\DeepSeek-OCR-vllm\.ipynb_checkpoints\run_dpsk_ocr_eval_batch-checkpoint.py","skipped_cache_review_removed_from_staging","Manifest entry records skipped/TODO/removed item, so file existence is not required."
"manifest_non_copied_entry","source_data/fig3_model_metrics.xlsx","INFO","","todo_missing","Manifest entry records skipped/TODO/removed item, so file existence is not required."
"manifest_non_copied_entry","source_data/fig5_uv_absorbance.xlsx","INFO","","todo_missing","Manifest entry records skipped/TODO/removed item, so file existence is not required."
"manifest_non_copied_entry","validation_data/uv_absorbance_values/gliclazide_uv_absorbance.csv","INFO","","todo_missing","Manifest entry records skipped/TODO/removed item, so file existence is not required."
"manifest_non_copied_entry","validation_data/uv_absorbance_values/methylene_blue_uv_absorbance.csv","INFO","","todo_missing","Manifest entry records skipped/TODO/removed item, so file existence is not required."
"manifest_non_copied_entry","workflows/DIS_chatflow.dsl","INFO","","todo_review_or_redact_candidate","Manifest entry records skipped/TODO/removed item, so file existence is not required."
"manifest_non_copied_entry","workflows/node_descriptions.md","INFO","","todo_missing","Manifest entry records skipped/TODO/removed item, so file existence is not required."
"manifest_non_copied_entry","workflows/TOMO_chatflow.dsl","INFO","","todo_review_or_redact_candidate","Manifest entry records skipped/TODO/removed item, so file existence is not required."
"manifest_listed_file_exists",".gitignore","PASS","","generated","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","CITATION.cff","PASS","","generated","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","docs/README.md","PASS","","generated","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","docs/README_2.md","PASS","D:\Claude code\nature_comm_figures\data\raw\README.md","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","docs/README_3.md","PASS","D:\Claude code\nature_comm_figures\README.md","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","docs/requirements.txt","PASS","D:\Claude code\nature_comm_figures\requirements.txt","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","example_data/example_images/01-ph4.5t-_2mg-_-we127f-side-15min-_-1_0005.000.jpg","PASS","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\地诺孕素\pH4.5\side\01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1\01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1_0005.000.jpg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","example_data/example_images/01-ph4.5t-_2mg-_-we127f-side-15min-_-1_0045.000.jpg","PASS","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\地诺孕素\pH4.5\side\01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1\01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1_0045.000.jpg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","example_data/example_images/01-ph4.5t-_2mg-_-we127f-side-15min-_-1_0090.000.jpg","PASS","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\地诺孕素\pH4.5\side\01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1\01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1_0090.000.jpg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","example_data/example_images/01-ph4.5t-_2mg-_-we127f-side-15min-_-1_0135.000.jpg","PASS","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\地诺孕素\pH4.5\side\01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1\01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1_0135.000.jpg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","example_data/example_images/01-ph4.5t-_2mg-_-we127f-side-15min-_-1_0180.000.jpg","PASS","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\地诺孕素\pH4.5\side\01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1\01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1_0180.000.jpg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","example_data/example_images/01-ph4.5t-_2mg-_-we127f-side-15min-_-1_0225.000.jpg","PASS","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\地诺孕素\pH4.5\side\01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1\01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1_0225.000.jpg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","example_data/example_images/01-ph4.5t-_2mg-_-we127f-side-15min-_-1_0270.000.jpg","PASS","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\地诺孕素\pH4.5\side\01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1\01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1_0270.000.jpg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","example_data/example_images/01-ph4.5t-_2mg-_-we127f-side-15min-_-1_0315.000.jpg","PASS","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\地诺孕素\pH4.5\side\01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1\01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1_0315.000.jpg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","example_data/example_images/01-ph4.5t-_2mg-_-we127f-side-15min-_-1_0360.000.jpg","PASS","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\地诺孕素\pH4.5\side\01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1\01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1_0360.000.jpg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","example_data/example_images/01-ph4.5t-_2mg-_-we127f-side-15min-_-1_0405.000.jpg","PASS","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\地诺孕素\pH4.5\side\01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1\01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1_0405.000.jpg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","example_data/example_images/01-ph4.5t-_2mg-_-we127f-side-15min-_-1_0450.000.jpg","PASS","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\地诺孕素\pH4.5\side\01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1\01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1_0450.000.jpg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","example_data/example_images/01-ph4.5t-_2mg-_-we127f-side-15min-_-1_0495.000.jpg","PASS","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\地诺孕素\pH4.5\side\01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1\01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1_0495.000.jpg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","example_data/example_images/01-ph4.5t-_2mg-_-we127f-side-15min-_-1_0540.000.jpg","PASS","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\地诺孕素\pH4.5\side\01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1\01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1_0540.000.jpg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","example_data/example_images/01-ph4.5t-_2mg-_-we127f-side-15min-_-1_0585.000.jpg","PASS","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\地诺孕素\pH4.5\side\01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1\01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1_0585.000.jpg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","example_data/example_images/01-ph4.5t-_2mg-_-we127f-side-15min-_-1_0630.000.jpg","PASS","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\地诺孕素\pH4.5\side\01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1\01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1_0630.000.jpg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","example_data/example_images/01-ph4.5t-_2mg-_-we127f-side-15min-_-1_0675.000.jpg","PASS","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\地诺孕素\pH4.5\side\01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1\01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1_0675.000.jpg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","example_data/example_images/01-ph4.5t-_2mg-_-we127f-side-15min-_-1_0720.000.jpg","PASS","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\地诺孕素\pH4.5\side\01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1\01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1_0720.000.jpg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","example_data/example_images/01-ph4.5t-_2mg-_-we127f-side-15min-_-1_0765.000.jpg","PASS","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\地诺孕素\pH4.5\side\01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1\01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1_0765.000.jpg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","example_data/example_images/01-ph4.5t-_2mg-_-we127f-side-15min-_-1_0810.000.jpg","PASS","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\地诺孕素\pH4.5\side\01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1\01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1_0810.000.jpg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","example_data/example_images/01-ph4.5t-_2mg-_-we127f-side-15min-_-1_0855.000.jpg","PASS","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\地诺孕素\pH4.5\side\01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1\01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1_0855.000.jpg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","example_data/example_images/231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0000.500.jpg","PASS","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\咪唑斯汀\side\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0000.500.jpg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","example_data/example_images/231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0006.000.jpg","PASS","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\咪唑斯汀\side\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0006.000.jpg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","example_data/example_images/231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0012.000.jpg","PASS","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\咪唑斯汀\side\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0012.000.jpg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","example_data/example_images/231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0018.000.jpg","PASS","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\咪唑斯汀\side\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0018.000.jpg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","example_data/example_images/231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0024.000.jpg","PASS","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\咪唑斯汀\side\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0024.000.jpg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","example_data/example_images/231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0030.000.jpg","PASS","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\咪唑斯汀\side\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0030.000.jpg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","example_data/example_images/231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0036.000.jpg","PASS","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\咪唑斯汀\side\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0036.000.jpg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","example_data/example_images/231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0042.000.jpg","PASS","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\咪唑斯汀\side\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0042.000.jpg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","example_data/example_images/231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0048.000.jpg","PASS","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\咪唑斯汀\side\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0048.000.jpg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","example_data/example_images/231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0054.000.jpg","PASS","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\咪唑斯汀\side\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0054.000.jpg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","example_data/example_images/231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0060.000.jpg","PASS","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\咪唑斯汀\side\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0060.000.jpg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","example_data/example_images/231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0066.000.jpg","PASS","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\咪唑斯汀\side\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0066.000.jpg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","example_data/example_images/231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0072.000.jpg","PASS","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\咪唑斯汀\side\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0072.000.jpg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","example_data/example_images/231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0078.000.jpg","PASS","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\咪唑斯汀\side\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0078.000.jpg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","example_data/example_images/231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0084.000.jpg","PASS","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\咪唑斯汀\side\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0084.000.jpg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","example_data/example_images/231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0090.000.jpg","PASS","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\咪唑斯汀\side\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0090.000.jpg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","example_data/example_images/231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0096.000.jpg","PASS","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\咪唑斯汀\side\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0096.000.jpg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","example_data/example_images/231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0102.000.jpg","PASS","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\咪唑斯汀\side\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0102.000.jpg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","example_data/example_images/231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0108.000.jpg","PASS","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\咪唑斯汀\side\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0108.000.jpg","copied","Manifest-listed copied/generated file exists."
